Rank,Name,Worldwide Box Office,Movies,Average
12,Tom Cruise,$10.059.691.776,43,$233.946.320
13,Mark Ruffalo,$9.834.109.236,22,$447.004.965
14,Dwayne Johnson,$9.581.524.004,35,$273.757.829
15,Emma Watson,$9.263.236.562,15,$617.549.104
16,Don Cheadle,$9.073.166.670,22,$412.416.667
17,Jeremy Renner,$8.859.596.222,18,$492.199.790
18,Will Smith,$8.578.546.430,34,$252.310.189
19,Daniel Radcliffe,$8.206.605.593,22,$373.027.527
20,Harrison Ford,$7.782.795.114,42,$185.304.646
21,Tom Holland,$7.702.581.461,15,$513.505.431
22,Rupert Grint,$7.698.240.468,13,$592.172.344
23,Karen Gillan,$7.681.518.138,13,$590.886.011
24,Chadwick Boseman,$7.653.181.530,11,$695.743.775
25,Josh Brolin,$7.515.765.125,23,$326.772.397
26,Elizabeth Olsen,$7.476.898.853,14,$534.064.204
27,Benedict Cumberbatch,$7.365.875.747,16,$460.367.234
28,Sebastian Stan,$7.121.004.921,10,$712.100.492
29,Leonardo DiCaprio,$7.101.006.061,26,$273.115.618
30,Dave Bautista,$7.066.237.636,20,$353.311.882
31,Matt Damon,$7.019.711.503,42,$167.135.988
32,Tom Hiddleston,$6.949.648.068,13,$534.588.313
33,Paul Bettany,$6.881.752.878,14,$491.553.777
34,Bruce Willis,$6.756.397.405,73,$92.553.389
35,Eddie Murphy,$6.750.250.176,42,$160.720.242
36,Brad Pitt,$6.620.766.208,43,$153.971.307
37,Liam Neeson,$6.613.939.557,53,$124.791.312
38,Ben Stiller,$6.377.724.340,34,$187.580.128
39,Hugh Jackman,$6.373.670.234,33,$193.141.522
40,Ian McKellen,$6.269.080.653,18,$348.282.259
41,Steve Carell,$6.181.110.962,27,$228.930.036
42,Letitia Wright,$6.178.836.526,9,$686.537.392
43,Danai Gurira,$6.178.835.408,4,$1.544.708.852
44,Gwyneth Paltrow,$6.169.154.649,20,$308.457.732
45,Jennifer Lawrence,$5.997.791.746,22,$272.626.898
46,Nicolas Cage,$5.962.179.978,84,$70.978.333
47,Cameron Diaz,$5.827.589.772,28,$208.128.206
48,Ewan McGregor,$5.801.288.465,34,$170.626.131
49,Pom Klementieff,$5.714.725.656,4,$1.428.681.414
50,Mark Wahlberg,$5.583.586.446,42,$132.942.534
51,Benedict Wong,$5.551.623.341,5,$1.110.324.668
52,Josh Gad,$5.442.392.731,16,$340.149.546
53,Julia Roberts,$5.269.515.038,36,$146.375.418
54,Adam Sandler,$5.235.749.028,40,$130.893.726
55,Jim Carrey,$5.216.380.435,30,$173.879.348
56,Sandra Bullock,$5.211.393.717,34,$153.276.286
57,Idris Elba,$5.126.955.054,28,$183.105.538
58,Ryan Reynolds,$5.078.627.248,39,$130.221.211
59,Jack Black,$5.006.246.223,26,$192.547.932
60,Ben Affleck,$4.993.030.052,44,$113.477.956
61,Robert De Niro,$4.965.430.875,74,$67.100.417
62,Jason Statham,$4.961.358.568,37,$134.090.772
63,Sylvester Stallone,$4.948.154.815,51,$97.022.643
64,Ralph Fiennes,$4.916.135.525,25,$196.645.421
65,Daisy Ridley,$4.848.682.799,7,$692.668.971
66,Natalie Portman,$4.815.472.689,31,$155.337.829
67,Owen Wilson,$4.807.878.875,36,$133.552.191
68,John Boyega,$4.792.525.389,13,$368.655.799
69,Morgan Freeman,$4.791.704.649,44,$108.902.378
70,Christian Bale,$4.779.496.998,34,$140.573.441
71,Robin Williams,$4.760.846.863,37,$128.671.537
72,Adam Driver,$4.727.678.786,18,$262.648.821
73,Orlando Bloom,$4.721.704.346,20,$236.085.217
74,Paul Rudd,$4.716.788.180,28,$168.456.721
75,Mel Gibson,$4.714.308.269,48,$98.214.756
76,Daniel Craig,$4.617.956.584,17,$271.644.505
77,Brie Larson,$4.591.846.532,11,$417.440.594
78,George Clooney,$4.539.205.657,34,$133.506.049
79,Simon Pegg,$4.503.980.715,25,$180.159.229
80,Arnold Schwarzenegger,$4.475.431.178,34,$131.630.329
81,Kevin Hart,$4.468.845.087,31,$144.156.293
82,Shia LaBeouf,$4.461.899.544,26,$171.611.521
83,Martin Freeman,$4.429.050.678,11,$402.640.971
84,Meryl Streep,$4.411.093.661,48,$91.897.785
85,Anthony Mackie,$4.391.909.697,20,$219.595.485
86,Keanu Reeves,$4.383.738.846,47,$93.271.039
87,Jon Favreau,$4.340.452.504,6,$723.408.751
88,Mark Hamill,$4.274.618.823,13,$328.816.833
89,Denzel Washington,$4.234.898.823,47,$90.104.230
90,Keegan-Michael Key,$4.216.076.836,13,$324.313.603
91,Anthony Hopkins,$4.207.244.868,37,$113.709.321
92,Tim Allen,$4.190.330.086,20,$209.516.504
93,Keira Knightley,$4.176.913.765,26,$160.650.529
94,Geoffrey Rush,$4.131.571.549,16,$258.223.222
95,Mike Myers,$4.101.057.588,14,$292.932.685
96,Sam Worthington,$4.094.831.360,23,$178.036.146
97,Paul Walker,$4.080.572.291,16,$255.035.768
98,Kristen Stewart,$4.030.962.456,28,$143.962.945
99,Michelle Rodriguez,$4.030.838.019,16,$251.927.376
100,John Travolta,$3.998.739.910,51,$78.406.665
101,Jude Law,$3.980.080.473,33,$120.608.499
102,Evangeline Lilly,$3.940.885.405,7,$562.983.629
103,Nicole Kidman,$3.932.218.351,52,$75.619.584
104,Robert Pattinson,$3.895.537.214,22,$177.069.873
105,Channing Tatum,$3.872.553.592,28,$138.305.485
106,Anne Hathaway,$3.858.519.647,29,$133.052.402
107,Seth Rogen,$3.706.874.324,23,$161.168.449
108,Taylor Lautner,$3.691.610.056,10,$369.161.006
109,Viggo Mortensen,$3.682.725.824,23,$160.118.514
110,Angelina Jolie,$3.634.432.853,23,$158.018.820
111,Lupita Nyong'o,$3.629.218.248,8,$453.652.281
112,Michael Douglas,$3.616.668.277,35,$103.333.379
113,Cate Blanchett,$3.608.705.602,26,$138.796.369
114,John Leguizamo,$3.572.344.410,22,$162.379.291
115,Michelle Pfeiffer,$3.571.707.079,35,$102.048.774
116,Andy Serkis,$3.531.057.495,9,$392.339.722
117,Tommy Lee Jones,$3.515.217.565,27,$130.193.243
118,Colin Firth,$3.490.892.690,34,$102.673.314
119,Kristen Bell,$3.488.620.328,19,$183.611.596
120,Kate Winslet,$3.485.606.627,29,$120.193.332
121,James McAvoy,$3.452.514.312,21,$164.405.443
122,Ben Kingsley,$3.439.826.819,21,$163.801.277
123,Charlize Theron,$3.397.284.574,30,$113.242.819
124,Russell Crowe,$3.356.039.900,38,$88.316.839
125,Henry Cavill,$3.329.887.636,10,$332.988.764
126,Woody Harrelson,$3.308.596.695,40,$82.714.917
127,Denis Leary,$3.292.639.913,9,$365.848.879
128,Kevin Costner,$3.286.370.061,40,$82.159.252
129,Pierce Brosnan,$3.280.741.535,29,$113.129.018
130,Ray Romano,$3.278.194.617,9,$364.243.846
131,Chris Pine,$3.273.988.872,18,$181.888.271
132,Will Ferrell,$3.219.766.402,35,$91.993.326
133,Jamie Foxx,$3.212.934.640,28,$114.747.666
134,Colin Farrell,$3.209.376.105,31,$103.528.261
135,Tobey Maguire,$3.201.849.585,11,$291.077.235
136,John Goodman,$3.162.170.158,22,$143.735.007
137,Gerard Butler,$3.144.758.294,30,$104.825.276
138,Carrie Fisher,$3.131.689.263,7,$447.384.180
139,Chris Rock,$3.101.157.795,20,$155.057.890
140,Oscar Isaac,$3.089.822.868,23,$134.340.125
141,Kevin James,$3.051.623.786,16,$190.726.487
142,Bill Murray,$3.036.500.728,35,$86.757.164
143,Alan Tudyk,$2.991.312.675,9,$332.368.075
144,Kristen Wiig,$2.974.266.841,18,$165.237.047
145,Matthew McConaughey,$2.945.808.944,29,$101.579.619
146,Ben Mendelsohn,$2.942.115.578,11,$267.465.053
147,Jackie Chan,$2.941.335.005,36,$81.703.750
148,Michael Fassbender,$2.934.839.291,25,$117.393.572
149,Zendaya,$2.900.924.290,7,$414.417.756
150,Dustin Hoffman,$2.895.370.565,32,$90.480.330
151,Emma Thompson,$2.871.001.810,19,$151.105.358
152,Sacha Baron Cohen,$2.851.019.519,10,$285.101.952
153,Amy Adams,$2.822.120.837,20,$141.106.042
154,Terry Notary,$2.806.558.907,2,$1.403.279.454
155,Antonio Banderas,$2.804.434.154,28,$100.158.363
156,Jake Gyllenhaal,$2.796.602.004,30,$93.220.067
157,Reese Witherspoon,$2.774.998.096,35,$79.285.660
158,Queen Latifah,$2.740.732.053,17,$161.219.533
159,Richard Gere,$2.729.343.714,45,$60.652.083
160,Angela Bassett,$2.727.984.330,14,$194.856.024
161,Idina Menzel,$2.710.949.453,2,$1.355.474.727
162,Emily Blunt,$2.669.181.506,26,$102.660.827
163,Javier Bardem,$2.638.126.502,21,$125.625.072
164,Robert Redford,$2.626.191.460,32,$82.068.483
165,Michael Caine,$2.624.721.850,33,$79.537.026
166,Michael Peña,$2.608.669.881,20,$130.433.494
167,Jada Pinkett Smith,$2.603.760.065,9,$289.306.674
168,Chiwetel Ejiofor,$2.602.185.496,15,$173.479.033
169,Patrick Stewart,$2.594.093.637,17,$152.593.743
170,Gal Gadot,$2.580.063.456,8,$322.507.932
171,Tom Hardy,$2.567.653.857,17,$151.038.462
172,Willem Dafoe,$2.547.125.376,33,$77.185.617
173,Elijah Wood,$2.518.111.573,22,$114.459.617
174,Zach Galifianakis,$2.501.443.655,14,$178.674.547
175,Beyoncé Knowles,$2.482.625.181,8,$310.328.148
176,Jennifer Aniston,$2.473.061.747,30,$82.435.392
177,Helena Bonham Carter,$2.467.302.896,29,$85.079.410
178,Rachel McAdams,$2.467.224.865,21,$117.486.898
179,Michael Keaton,$2.462.756.739,18,$136.819.819
180,Clint Eastwood,$2.445.447.231,48,$50.946.817
181,Emma Stone,$2.439.412.042,16,$152.463.253
182,Kurt Russell,$2.436.500.069,37,$65.851.353
183,Tyrese Gibson,$2.435.760.721,12,$202.980.060
184,Tilda Swinton,$2.435.040.333,22,$110.683.652
185,Amanda Seyfried,$2.430.885.292,23,$105.690.665
186,Kevin Kline,$2.429.615.050,21,$115.695.955
187,Alec Baldwin,$2.424.434.861,27,$89.793.884
188,Jack Nicholson,$2.416.864.116,30,$80.562.137
189,Anthony Daniels,$2.404.483.628,3,$801.494.543
190,Jonah Hill,$2.399.094.336,17,$141.123.196
191,Alan Rickman,$2.375.427.439,9,$263.936.382
192,Dennis Quaid,$2.347.181.170,48,$48.899.608
193,Zac Efron,$2.336.599.182,21,$111.266.628
194,Jesse Eisenberg,$2.320.939.201,22,$105.497.236
195,Rowan Atkinson,$2.315.067.621,9,$257.229.736
196,Steve Martin,$2.299.444.970,36,$63.873.471
197,Aaron Taylor-Johnson,$2.283.332.351,11,$207.575.668
198,Jeff Bridges,$2.276.331.012,25,$91.053.240
199,Penélope Cruz,$2.266.218.634,22,$103.009.938
200,Al Pacino,$2.252.261.117,44,$51.187.753
201,John Cusack,$2.249.636.122,58,$38.786.830
202,David Spade,$2.248.474.942,15,$149.898.329
203,Donnie Yen,$2.229.660.207,20,$111.483.010
204,Jason Bateman,$2.215.366.836,18,$123.075.935
205,Margot Robbie,$2.198.307.950,17,$129.312.232
206,Catherine Zeta-Jones,$2.164.824.276,19,$113.938.120
207,Ezra Miller,$2.164.431.732,10,$216.443.173
208,John C. Reilly,$2.160.275.807,19,$113.698.727
209,Chris ‘Ludacris’ Bridges,$2.144.647.012,5,$428.929.402
210,Eddie Redmayne,$2.143.228.343,11,$194.838.940
211,Rachel Weisz,$2.139.796.861,24,$89.158.203
212,Michael B. Jordan,$2.136.204.503,18,$118.678.028
213,Karl Urban,$2.124.949.005,11,$193.177.182
214,Jordana Brewster,$2.116.467.915,7,$302.352.559
215,Bill Hader,$2.111.067.350,11,$191.915.214
216,Jason Momoa,$2.109.053.602,11,$191.732.146
217,Justin Long,$2.108.532.061,23,$91.675.307
218,Matthew Broderick,$2.103.127.556,19,$110.690.924
219,Eva Green,$2.091.987.409,16,$130.749.213
220,Forest Whitaker,$2.064.400.874,28,$73.728.603
221,Rami Malek,$2.059.852.144,8,$257.481.518
222,Julie Walters,$2.056.981.758,11,$186.998.342
223,Donald Glover,$2.051.647.600,4,$512.911.900
224,Hugh Grant,$2.051.280.428,14,$146.520.031
225,Danny DeVito,$2.042.767.098,24,$85.115.296
226,Benicio del Toro,$2.040.713.154,17,$120.041.950
227,Holly Hunter,$2.038.296.403,9,$226.477.378
228,Demi Moore,$2.030.513.719,27,$75.204.212
229,Billy Crystal,$2.027.793.353,15,$135.186.224
230,Jay Baruchel,$2.027.144.752,15,$135.142.983
231,Michael J. Fox,$2.005.161.571,21,$95.483.884
232,Michelle Williams,$2.004.834.422,19,$105.517.601
233,Ellen DeGeneres,$1.973.906.048,3,$657.968.683
234,Annette Bening,$1.971.641.979,24,$82.151.749
235,Jet Li,$1.969.930.693,14,$140.709.335
236,Luke Evans,$1.969.058.679,13,$151.466.052
237,Dolph Lundgren,$1.962.189.962,21,$93.437.617
238,Nathalie Emmanuel,$1.957.781.741,2,$978.890.871
239,Nick Jonas,$1.945.567.139,7,$277.938.163
240,Mads Mikkelsen,$1.944.284.133,14,$138.877.438
241,Bryce Dallas Howard,$1.933.153.107,8,$241.644.138
242,John Cena,$1.929.092.372,16,$120.568.273
243,Laurence Fishburne,$1.927.743.949,21,$91.797.331
244,Riz Ahmed,$1.919.501.504,11,$174.500.137
245,Andy Samberg,$1.914.777.311,11,$174.070.665
246,David Schwimmer,$1.907.262.116,5,$381.452.423
247,Renée Zellweger,$1.877.586.814,22,$85.344.855
248,Martin Lawrence,$1.875.710.093,15,$125.047.340
249,Drew Barrymore,$1.874.762.491,31,$60.476.209
250,Craig T. Nelson,$1.874.246.451,2,$937.123.226
251,Sarah Vowell,$1.874.246.451,2,$937.123.226
252,Albert Brooks,$1.873.758.230,6,$312.293.038
253,Will Arnett,$1.872.936.985,11,$170.266.999
254,Brendan Fraser,$1.872.907.216,17,$110.171.013
255,T.J. Miller,$1.868.545.302,7,$266.935.043
256,Jennifer Lopez,$1.858.037.099,27,$68.816.189
257,Megan Fox,$1.856.519.174,14,$132.608.512
258,Bill Nighy,$1.853.194.034,16,$115.824.627
259,Hayden Christensen,$1.852.682.821,12,$154.390.235
260,Patrick Wilson,$1.841.863.975,20,$92.093.199
261,James Earl Jones,$1.840.777.711,4,$460.194.428
262,Steve Buscemi,$1.832.067.114,19,$96.424.585
263,Jessica Alba,$1.825.491.775,18,$101.416.210
264,Ed Helms,$1.817.749.950,18,$100.986.108
265,Kenneth Branagh,$1.812.993.902,12,$151.082.825
266,Kate Beckinsale,$1.810.178.739,23,$78.703.423
267,Andy Garcia,$1.809.732.000,22,$82.260.545
268,Jeff Goldblum,$1.782.541.807,15,$118.836.120
269,Vince Vaughn,$1.781.264.869,25,$71.250.595
270,James Spader,$1.780.438.186,9,$197.826.465
271,Taron Egerton,$1.777.593.366,9,$197.510.374
272,Milla Jovovich,$1.772.841.892,21,$84.421.042
273,Joseph Gordon-Levitt,$1.771.409.761,21,$84.352.846
274,Joaquin Phoenix,$1.770.780.761,18,$98.376.709
275,John Oliver,$1.769.479.543,2,$884.739.772
276,Sean Connery,$1.765.669.920,15,$117.711.328
277,Jodie Foster,$1.755.603.410,24,$73.150.142
278,Selena Gomez,$1.752.360.378,12,$146.030.032
279,Christoph Waltz,$1.742.704.607,11,$158.427.692
280,Jon Hamm,$1.740.682.768,15,$116.045.518
281,Glenn Close,$1.734.084.345,25,$69.363.374
282,Andrew Garfield,$1.733.692.203,12,$144.474.350
283,Katherine Waterston,$1.729.780.442,10,$172.978.044
284,Cedric the Entertainer,$1.727.104.153,14,$123.364.582
285,Alfre Woodard,$1.725.948.679,8,$215.743.585
286,Daniel Kaluuya,$1.719.743.385,5,$343.948.677
287,Maggie Smith,$1.714.466.672,17,$100.850.981
288,Tom McGrath,$1.713.544.576,3,$571.181.525
289,James Franco,$1.710.894.931,42,$40.735.594
290,Halle Berry,$1.710.883.277,18,$95.049.071
291,Ryan Gosling,$1.707.029.727,21,$81.287.130
292,Julianne Moore,$1.692.525.278,40,$42.313.132
293,Mindy Kaling,$1.670.244.676,4,$417.561.169
294,Elizabeth Debicki,$1.664.559.760,7,$237.794.251
295,Kelly Marie Tran,$1.663.560.084,3,$554.520.028
296,Florence Kasumba,$1.654.367.425,1,$1.654.367.425
297,Eric Andre,$1.654.367.425,4,$413.591.856
298,Billy Eichner,$1.654.367.425,3,$551.455.808
299,JD McCrary,$1.654.367.425,1,$1.654.367.425
300,John Kani,$1.654.367.425,2,$827.183.713
301,Shahadi Wright Joseph,$1.654.367.425,1,$1.654.367.425
302,Jai Courtney,$1.650.364.308,7,$235.766.330
303,Guy Pearce,$1.649.671.006,28,$58.916.822
304,Meg Ryan,$1.642.590.882,27,$60.836.699
305,Dan Stevens,$1.636.175.629,15,$109.078.375
306,Seann William Scott,$1.599.315.455,16,$99.957.216
307,Dakota Johnson,$1.593.128.244,18,$88.507.125
308,Rebecca Ferguson,$1.590.169.813,7,$227.167.116
309,Dylan O’Brien,$1.582.204.985,10,$158.220.499
310,Tom Wilkinson,$1.568.081.906,12,$130.673.492
311,Georgie Henley,$1.556.074.680,5,$311.214.936
312,Skandar Keynes,$1.556.067.810,3,$518.689.270
313,Susan Sarandon,$1.542.902.794,50,$30.858.056
314,Jason Sudeikis,$1.531.191.293,19,$80.589.015
315,Paul Newman,$1.531.028.277,32,$47.844.634
316,Anna Kendrick,$1.525.280.424,23,$66.316.540
317,Dan Fogler,$1.523.501.550,9,$169.277.950
318,Domhnall Gleeson,$1.522.434.273,6,$253.739.046
319,Salma Hayek,$1.522.147.206,24,$63.422.800
320,Sigourney Weaver,$1.521.990.579,37,$41.134.881
321,Robbie Coltrane,$1.520.246.728,4,$380.061.682
322,Viola Davis,$1.513.758.247,13,$116.442.942
323,Melissa McCarthy,$1.512.062.429,16,$94.503.902
324,Michelle Monaghan,$1.505.724.962,16,$94.107.810
325,Anna Faris,$1.503.135.788,14,$107.366.842
326,Isla Fisher,$1.493.645.365,15,$99.576.358
327,Seth MacFarlane,$1.492.492.938,5,$298.498.588
328,Heath Ledger,$1.488.492.913,8,$186.061.614
329,Stanley Tucci,$1.487.885.340,14,$106.277.524
330,Chloë Grace Moretz,$1.479.866.730,25,$59.194.669
331,Djimon Hounsou,$1.477.943.068,11,$134.358.461
332,Joonas Suotamo,$1.465.999.834,2,$732.999.917
333,Felicity Jones,$1.463.824.087,14,$104.558.863
334,Alison Sudol,$1.463.004.860,3,$487.668.287
335,Edward Norton,$1.457.757.676,16,$91.109.855
336,Elizabeth Banks,$1.457.055.472,21,$69.383.594
337,Dominic Cooper,$1.453.852.112,8,$181.731.514
338,Ashton Kutcher,$1.449.049.419,13,$111.465.340
339,Jesse McCartney,$1.447.106.446,6,$241.184.408
340,Eiza González,$1.442.133.709,10,$144.213.371
341,Gugu Mbatha-Raw,$1.441.239.665,11,$131.021.788
342,Lea Seydoux,$1.435.601.762,15,$95.706.784
343,Kevin Spacey,$1.435.579.812,19,$75.556.832
344,Danny Glover,$1.434.991.749,22,$65.226.898
345,Wesley Snipes,$1.433.862.047,29,$49.443.519
346,Hailee Steinfeld,$1.429.604.053,13,$109.969.543
347,John Malkovich,$1.427.437.982,29,$49.221.999
348,Helen Mirren,$1.412.876.541,26,$54.341.405
349,Hannibal Buress,$1.408.623.937,5,$281.724.787
350,Marisa Tomei,$1.407.206.960,14,$100.514.783
351,James Corden,$1.406.081.799,9,$156.231.311
352,Ray Winstone,$1.405.588.623,8,$175.698.578
353,Matthew Gray Gubler,$1.404.715.280,6,$234.119.213
354,Judi Dench,$1.397.273.812,20,$69.863.691
355,Rebel Wilson,$1.392.810.016,11,$126.619.092
356,Awkwafina,$1.388.130.045,11,$126.193.640
357,Nick Nolte,$1.386.290.782,23,$60.273.512
358,Mickey Rourke,$1.383.162.257,29,$47.695.250
359,Jamie Dornan,$1.381.843.553,11,$125.622.141
360,Lake Bell,$1.381.083.923,10,$138.108.392
361,Ian McShane,$1.371.388.797,4,$342.847.199
362,Wanda Sykes,$1.370.232.319,6,$228.372.053
363,John Cho,$1.368.433.593,9,$152.048.177
364,Bette Midler,$1.360.124.745,26,$52.312.490
365,Stellan Skarsgård,$1.357.011.658,18,$75.389.537
366,Ice Cube,$1.352.007.152,25,$54.080.286
367,Jenny Slate,$1.349.159.989,11,$122.650.908
368,Andy Richter,$1.346.602.045,2,$673.301.023
369,Gwendoline Christie,$1.344.721.278,2,$672.360.639
370,Eric Stonestreet,$1.342.979.956,3,$447.659.985
371,Patrick Gallagher,$1.335.434.091,3,$445.144.697
372,Mizuo Peck,$1.335.434.091,3,$445.144.697
373,Mila Kunis,$1.331.650.549,14,$95.117.896
374,Keri Russell,$1.324.234.939,7,$189.176.420
375,Christopher Walken,$1.309.784.236,24,$54.574.343
376,Joel Kinnaman,$1.303.829.736,11,$118.529.976
377,Diane Keaton,$1.284.003.590,36,$35.666.766
378,Jeremy Irons,$1.279.367.036,13,$98.412.849
379,Jordan Peele,$1.277.121.901,3,$425.707.300
380,Jonathan Groff,$1.275.888.840,4,$318.972.210
381,Nathan Lane,$1.272.285.820,7,$181.755.117
382,Richard Dreyfuss,$1.267.778.442,14,$90.555.603
383,Ben Whishaw,$1.267.190.623,11,$115.199.148
384,Santino Fontana,$1.265.767.173,2,$632.883.587
385,Frances McDormand,$1.262.523.673,10,$126.252.367
386,Naomi Scott,$1.262.361.261,4,$315.590.315
387,Naomie Harris,$1.258.116.870,10,$125.811.687
388,Audra McDonald,$1.255.081.063,2,$627.540.532
389,Ginnifer Goodwin,$1.250.767.708,3,$416.922.569
390,Huck Milner,$1.242.805.359,1,$1.242.805.359
391,Eric Bana,$1.236.586.428,15,$82.439.095
392,Paula Patton,$1.231.990.639,7,$175.998.663
393,Amber Heard,$1.228.473.985,13,$94.497.999
394,Val Kilmer,$1.223.853.726,20,$61.192.686
395,Zachary Quinto,$1.223.698.909,9,$135.966.545
396,Yahya Abdul-Mateen II,$1.221.035.655,3,$407.011.885
397,Ving Rhames,$1.220.917.448,9,$135.657.494
398,Craig Ferguson,$1.220.000.597,5,$244.000.119
399,Diego Luna,$1.216.884.917,7,$173.840.702
400,Noomi Rapace,$1.216.830.284,18,$67.601.682
401,Sarah Jessica Parker,$1.215.022.861,11,$110.456.624
402,Teri Polo,$1.211.868.390,8,$151.483.549
403,Tessa Thompson,$1.208.453.271,10,$120.845.327
404,Maya Rudolph,$1.204.674.275,17,$70.863.193
405,Hannah John-Kamen,$1.202.346.642,4,$300.586.661
406,Roger Moore,$1.193.521.732,28,$42.625.776
407,Amy Poehler,$1.190.128.166,11,$108.193.470
408,Lily James,$1.187.392.283,9,$131.932.476
409,Jack Reynor,$1.183.460.240,9,$131.495.582
410,Christopher Mintz-Plasse,$1.183.116.518,8,$147.889.565
411,Dana Carvey,$1.181.926.855,7,$168.846.694
412,Karen Allen,$1.177.105.303,6,$196.184.217
413,Ellie Kemper,$1.174.934.523,2,$587.467.262
414,Bill Skarsgård,$1.174.146.577,8,$146.768.322
415,Richard Harris,$1.173.832.953,9,$130.425.884
416,Katherine Heigl,$1.167.663.982,18,$64.870.221
417,Barbra Streisand,$1.167.279.289,10,$116.727.929
418,Conrad Vernon,$1.167.235.332,3,$389.078.444
419,Blythe Danner,$1.165.962.498,7,$166.566.071
420,Sofia Boutella,$1.165.449.048,6,$194.241.508
421,Haley Joel Osment,$1.162.113.879,11,$105.646.716
422,Alexander Skarsgård,$1.157.778.230,13,$89.059.864
423,Emilia Clarke,$1.156.967.156,8,$144.620.895
424,Rose Byrne,$1.156.263.579,16,$72.266.474
425,Shailene Woodley,$1.152.477.315,14,$82.319.808
426,William Moseley,$1.148.743.060,4,$287.185.765
427,Jamie Lee Curtis,$1.148.551.146,13,$88.350.088
428,Jennifer Garner,$1.147.518.026,16,$71.719.877
429,Eugene Levy,$1.138.944.224,11,$103.540.384
430,Anna Popplewell,$1.137.880.860,3,$379.293.620
431,Trey Parker,$1.135.583.308,3,$378.527.769
432,Lee Pace,$1.130.591.659,5,$226.118.332
433,Clark Gregg,$1.129.974.511,3,$376.658.170
434,Christine Baranski,$1.129.830.332,5,$225.966.066
435,Lashana Lynch,$1.129.727.388,1,$1.129.727.388
436,Gemma Chan,$1.129.727.388,2,$564.863.694
437,Josh Hutcherson,$1.127.519.241,11,$102.501.749
438,Octavia Spencer,$1.125.371.735,16,$70.335.733
439,Elliot Page,$1.121.909.348,16,$70.119.334
440,Michael Shannon,$1.118.255.079,24,$46.593.962
441,Sarah Silverman,$1.117.635.553,8,$139.704.444
442,Christina Hendricks,$1.111.942.561,7,$158.848.937
443,Ana de Armas,$1.107.875.065,9,$123.097.229
444,Freida Pinto,$1.107.616.075,11,$100.692.370
445,Jared Leto,$1.106.795.328,10,$110.679.533
446,Aaron Eckhart,$1.104.566.914,22,$50.207.587
447,Nicola Peltz,$1.104.054.072,3,$368.018.024
448,Elle Fanning,$1.095.079.380,24,$45.628.308
449,Gael Garcia Bernal,$1.095.056.476,18,$60.836.471
450,Byung-hun Lee,$1.094.711.465,7,$156.387.352
451,Keke Palmer,$1.092.612.179,9,$121.401.353
452,Annie Potts,$1.088.580.329,3,$362.860.110
453,Wang Baoqiang,$1.086.606.802,5,$217.321.360
454,Benjamin Bratt,$1.082.656.144,4,$270.664.036
455,Tyler Perry,$1.082.337.852,18,$60.129.881
456,Adewale Akinnuoye-Agbaje,$1.076.435.674,4,$269.108.919
457,Tony Hale,$1.073.991.597,3,$357.997.199
458,Patton Oswalt,$1.073.060.819,8,$134.132.602
459,Jimmy Vee,$1.072.848.487,1,$1.072.848.487
460,Ron Perlman,$1.072.650.008,16,$67.040.626
461,Patrick Swayze,$1.064.622.994,21,$50.696.333
462,Vera Farmiga,$1.061.555.463,17,$62.444.439
463,Alicia Vikander,$1.060.729.250,14,$75.766.375
464,Jay Hernandez,$1.059.041.239,7,$151.291.606
465,Regina Hall,$1.058.643.318,18,$58.813.518
466,Goldie Hawn,$1.058.457.631,21,$50.402.744
467,Ken Jeong,$1.057.132.570,9,$117.459.174
468,Justin Timberlake,$1.049.429.411,11,$95.402.674
469,Marwan Kenzari,$1.047.753.011,5,$209.550.602
470,Clive Owen,$1.047.609.392,23,$45.548.234
471,Navid Negahban,$1.046.649.706,1,$1.046.649.706
472,Mena Massoud,$1.046.649.706,4,$261.662.427
473,Cara Delevingne,$1.046.293.820,4,$261.573.455
474,Dan Aykroyd,$1.045.146.823,14,$74.653.345
475,William Shatner,$1.042.181.380,12,$86.848.448
476,Will Poulter,$1.034.898.458,4,$258.724.615
477,Zhang Hanyu,$1.033.120.155,4,$258.280.039
478,Charlie Day,$1.031.321.257,9,$114.591.251
479,Dan Whitney,$1.030.521.849,4,$257.630.462
480,Christopher Eccleston,$1.030.127.223,4,$257.531.806
481,Steve Coogan,$1.027.623.998,20,$51.381.200
482,Kaya Scodelario,$1.027.381.961,8,$128.422.745
483,Jake Lloyd,$1.027.044.677,1,$1.027.044.677
484,Christina Ricci,$1.024.344.246,21,$48.778.297
485,Diane Lane,$1.023.976.069,26,$39.383.695
486,Sharon Stone,$1.022.053.090,24,$42.585.545
487,Bill Pullman,$1.020.867.230,19,$53.729.854
488,Gene Hackman,$1.020.255.708,18,$56.680.873
489,Sienna Miller,$1.019.202.091,13,$78.400.161
490,Gary Oldman,$1.017.982.484,21,$48.475.356
491,Tracy Morgan,$1.016.486.132,14,$72.606.152
492,Armie Hammer,$1.015.526.989,18,$56.418.166
493,Benjamin Barnes,$1.014.401.576,9,$112.711.286
494,Robert Guillaume,$1.012.680.788,2,$506.340.394
495,Zachary Levi,$1.012.107.824,9,$112.456.425
496,Tiffany Haddish,$1.005.167.490,13,$77.320.576
497,Jason Biggs,$1.003.679.823,8,$125.459.978
498,Rihanna,$997.194.324,4,$249.298.581
